user_id,datetime,weekday,place_name,transport_mode,lon_x,lat_y
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T10:35:53+02:00,Sat,Zuhause,,8.792248,47.255326
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:05:36+02:00,Sat,,Car,8.792248,47.255326
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:05:36+02:00,Sat,,Car,8.792577,47.255425
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:05:51+02:00,Sat,,Car,8.794061,47.254935
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:06:07+02:00,Sat,,Car,8.795345,47.254644
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:06:23+02:00,Sat,,Car,8.793027,47.254135
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:06:39+02:00,Sat,,Car,8.789770,47.254247
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:06:55+02:00,Sat,,Car,8.785929,47.254453
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:07:11+02:00,Sat,,Car,8.783144,47.254506
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:07:26+02:00,Sat,,Car,8.781267,47.253940
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:07:42+02:00,Sat,,Car,8.779296,47.254127
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:07:57+02:00,Sat,,Car,8.777722,47.254290
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:08:13+02:00,Sat,,Car,8.775813,47.253345
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:08:28+02:00,Sat,,Car,8.773544,47.253500
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:08:44+02:00,Sat,,Car,8.770977,47.253012
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:08:59+02:00,Sat,,Car,8.769058,47.251941
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:09:14+02:00,Sat,,Car,8.766965,47.251574
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:09:30+02:00,Sat,,Car,8.765895,47.251745
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:09:46+02:00,Sat,,Car,8.765724,47.251791
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:10:01+02:00,Sat,,Car,8.765198,47.251720
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:10:16+02:00,Sat,,Car,8.763057,47.250693
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:10:31+02:00,Sat,,Car,8.760688,47.249666
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:10:47+02:00,Sat,,Car,8.760063,47.249703
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:10:47+02:00,Sat,,Car,8.759777,47.249746
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T13:10:47+02:00,Sat,Hof Niederfeld,,8.759777,47.249746
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:05:48+02:00,Sat,,Car,8.759777,47.249746
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:05:48+02:00,Sat,,Car,8.760018,47.249684
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:06:03+02:00,Sat,,Car,8.760068,47.249519
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:06:19+02:00,Sat,,Car,8.760989,47.249694
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:06:34+02:00,Sat,,Car,8.763486,47.250805
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:06:50+02:00,Sat,,Car,8.765436,47.251716
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:07:06+02:00,Sat,,Car,8.765614,47.251751
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:07:21+02:00,Sat,,Car,8.767259,47.251513
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:07:37+02:00,Sat,,Car,8.769244,47.251902
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:07:53+02:00,Sat,,Car,8.771134,47.252963
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:08:09+02:00,Sat,,Car,8.773192,47.253458
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:08:24+02:00,Sat,,Car,8.775858,47.253313
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:08:40+02:00,Sat,,Car,8.777787,47.254144
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:08:55+02:00,Sat,,Car,8.779015,47.254197
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:09:11+02:00,Sat,,Car,8.780287,47.253680
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:09:26+02:00,Sat,,Car,8.780832,47.253718
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:09:42+02:00,Sat,,Car,8.783463,47.254485
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:09:58+02:00,Sat,,Car,8.786870,47.254349
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:10:13+02:00,Sat,,Car,8.790721,47.254134
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:10:28+02:00,Sat,,Car,8.793369,47.254101
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:10:43+02:00,Sat,,Car,8.795411,47.254445
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:10:59+02:00,Sat,,Car,8.794765,47.254727
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:11:15+02:00,Sat,,Car,8.793285,47.255225
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:11:30+02:00,Sat,,Car,8.792325,47.255406
1af6fc8e-273d-4889-894b-5dadadd70a01,2023-04-01T16:11:30+02:00,Sat,,Car,8.792248,47.255326
