user_id,datetime,weekday,place_name,transport_mode,lon_x,lat_y
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:07:15+02:00,Tue,,Bike,8.559408,47.352081
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:07:27+02:00,Tue,,Bike,8.559081,47.352035
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:07:37+02:00,Tue,,Bike,8.558943,47.352037
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:07:58+02:00,Tue,,Bike,8.558944,47.352295
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:08:08+02:00,Tue,,Bike,8.558218,47.352292
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:08:21+02:00,Tue,,Bike,8.557687,47.352699
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:08:42+02:00,Tue,,Bike,8.556586,47.353409
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:08:56+02:00,Tue,,Bike,8.556283,47.353691
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:09:18+02:00,Tue,,Bike,8.555059,47.354673
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:09:32+02:00,Tue,,Bike,8.554733,47.354946
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:09:43+02:00,Tue,,Bike,8.554320,47.355320
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:09:57+02:00,Tue,,Bike,8.553535,47.356350
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:10:07+02:00,Tue,,Bike,8.553404,47.356579
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:10:17+02:00,Tue,,Bike,8.553134,47.356969
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:10:27+02:00,Tue,,Bike,8.552863,47.357153
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:10:37+02:00,Tue,,Bike,8.552477,47.357528
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:10:47+02:00,Tue,,Bike,8.551713,47.358511
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:10:57+02:00,Tue,,Bike,8.551630,47.358689
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:11:07+02:00,Tue,,Bike,8.551317,47.359227
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:11:18+02:00,Tue,,Bike,8.550884,47.359741
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:11:32+02:00,Tue,,Bike,8.550126,47.360614
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:11:42+02:00,Tue,,Bike,8.549650,47.361275
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:12:03+02:00,Tue,,Bike,8.548764,47.362487
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:12:18+02:00,Tue,,Bike,8.548331,47.363056
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:12:32+02:00,Tue,,Bike,8.548106,47.363275
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:12:43+02:00,Tue,,Bike,8.547574,47.363789
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:12:58+02:00,Tue,,Bike,8.547406,47.364798
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:13:08+02:00,Tue,,Bike,8.546969,47.365339
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:13:18+02:00,Tue,,Bike,8.546453,47.365583
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:13:28+02:00,Tue,,Bike,8.545838,47.366024
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:13:53+02:00,Tue,,Bike,8.544410,47.366674
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:14:07+02:00,Tue,,Bike,8.543505,47.366960
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:14:17+02:00,Tue,,Bike,8.543347,47.366915
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:14:31+02:00,Tue,,Bike,8.541984,47.366549
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:14:42+02:00,Tue,,Bike,8.541142,47.366438
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:15:07+02:00,Tue,,Bike,8.539386,47.365678
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:15:17+02:00,Tue,,Bike,8.538601,47.365205
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:15:27+02:00,Tue,,Bike,8.538033,47.364969
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:15:37+02:00,Tue,,Bike,8.537716,47.364821
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:15:48+02:00,Tue,,Bike,8.537370,47.364766
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:15:58+02:00,Tue,,Bike,8.536507,47.364110
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:16:12+02:00,Tue,,Bike,8.535400,47.363606
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:16:22+02:00,Tue,,Bike,8.535147,47.363283
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:16:43+02:00,Tue,,Bike,8.534142,47.363422
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:16:57+02:00,Tue,,Bike,8.533765,47.363522
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:17:17+02:00,Tue,,Bike,8.533356,47.363495
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:17:28+02:00,Tue,,Bike,8.532929,47.364224
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:17:42+02:00,Tue,,Bike,8.531871,47.364131
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:17:52+02:00,Tue,,Bike,8.531864,47.364505
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:18:02+02:00,Tue,,Bike,8.531790,47.364923
4bcef553-b12c-4d77-9728-097fb8af98d3,2023-04-11T18:18:12+02:00,Tue,,Bike,8.531579,47.365011
